codigo,nombre,distrito,provincia,departamento,latitud,longitud,altitud_m,banda_altitud,banda_descripcion
2806,LA NOVIA,TAHUAMANU,TAHUAMANU,MADRE DE DIOS,-11.8671856,-69.13774377,265.0,Banda 1,0–2499 m s. n. m.
2807,SANTA MARIA,TAHUAMANU,TAHUAMANU,MADRE DE DIOS,-11.89472628,-69.00601556,245.0,Banda 1,0–2499 m s. n. m.
2808,P.S. CAMBRUNE,CARUMAS,MARISCAL NIETO,MOQUEGUA,-16.82438155,-70.67862772,3213.0,Banda 2,2500–3599 m s. n. m.
2809,CENTRO DE SALUD CARUMAS,CARUMAS,MARISCAL NIETO,MOQUEGUA,-16.81242676,-70.69178992,3074.0,Banda 2,2500–3599 m s. n. m.
2811,P.S. SACUAYA,CUCHUMBAYA,MARISCAL NIETO,MOQUEGUA,-16.75967301,-70.71432843,2986.0,Banda 2,2500–3599 m s. n. m.
4076,SOCORRO,PAMPAS,TAYACAJA,HUANCAVELICA,-12.48331561,-74.85139858,3308.0,Banda 2,2500–3599 m s. n. m.
4078,DOS DE MAYO,ACRAQUIA,TAYACAJA,HUANCAVELICA,-12.39174949,-74.930706,3296.0,Banda 2,2500–3599 m s. n. m.
4080,AHUAYCHA,AHUAYCHA,TAYACAJA,HUANCAVELICA,-12.40385032,-74.89153722,3248.0,Banda 2,2500–3599 m s. n. m.
3250,HUAYLLAHUECO,PLATERIA,PUNO,PUNO,-16.060205,-69.87190833,3886.0,Banda 3,3600–4500 m s. n. m.
3252,4 DE NOVIEMBRE,PUNO,PUNO,PUNO,-15.82486667,-70.02903167,3904.0,Banda 3,3600–4500 m s. n. m.
3255,VALLECITO,PUNO,PUNO,PUNO,-15.82941167,-70.020545,3823.0,Banda 3,3600–4500 m s. n. m.
3257,HABITH HUMANITY,PUNO,PUNO,PUNO,-15.82056667,-70.05205833,4061.0,Banda 3,3600–4500 m s. n. m.
3372,PACHACUTEC,PACHACUTEC,ICA,ICA,-14.15234667,-75.69114333,409.0,Banda 1,0–2499 m s. n. m.
3373,C.S SANTIAGO,SANTIAGO,ICA,ICA,-14.19293,-75.71266,377.0,Banda 1,0–2499 m s. n. m.
3376,CACHICHE,ICA,ICA,ICA,-14.09478333,-75.73608833,401.0,Banda 1,0–2499 m s. n. m.
3377,EL HUARANGO,ICA,ICA,ICA,-14.07999167,-75.76977667,431.0,Banda 1,0–2499 m s. n. m.
3379,ARRABALES,SUBTANJALLA,ICA,ICA,-14.03059167,-75.75396333,418.0,Banda 1,0–2499 m s. n. m.
2762,FORTUNA,LABERINTO,TAMBOPATA,MADRE DE DIOS,-12.69966469,-69.63664434,203.0,Banda 1,0–2499 m s. n. m.
2763,BOCA UNION,LABERINTO,TAMBOPATA,MADRE DE DIOS,-12.70767693,-69.67344199,203.0,Banda 1,0–2499 m s. n. m.
2764,HORACIO CEVALLOS,LABERINTO,TAMBOPATA,MADRE DE DIOS,-12.70400602,-69.74177823,219.0,Banda 1,0–2499 m s. n. m.
2765,VIRGENES DEL SOL,LABERINTO,TAMBOPATA,MADRE DE DIOS,-12.82373362,-69.66358465,242.0,Banda 1,0–2499 m s. n. m.
29022,POLICLINICO  GALENU´S MEDICAL GROUP,ABANCAY,ABANCAY,APURIMAC,-13.6372426,-72.88213315,2384.0,Banda 1,0–2499 m s. n. m.
3428,HOJA REDONDA,EL CARMEN,CHINCHA,ICA,-13.54962,-76.11406833,73.0,Banda 1,0–2499 m s. n. m.
4082,TUPAC AMARU,AHUAYCHA,TAYACAJA,HUANCAVELICA,-12.47030336,-74.91030921,4021.0,Banda 3,3600–4500 m s. n. m.
4083,DANIEL HERNANDEZ,DANIEL HERNANDEZ,TAYACAJA,HUANCAVELICA,-12.36589408,-74.84373098,3203.0,Banda 2,2500–3599 m s. n. m.
4084,MASHUAYLLO,DANIEL HERNANDEZ,TAYACAJA,HUANCAVELICA,-12.31413632,-74.84295128,3340.0,Banda 2,2500–3599 m s. n. m.
4087,AYACCOCHA,SALCABAMBA,TAYACAJA,HUANCAVELICA,-12.27043395,-74.80884322,3008.0,Banda 2,2500–3599 m s. n. m.
4295,HUACORA,LA COIPA,SAN IGNACIO,CAJAMARCA,-5.43187,-78.94593,1488.0,Banda 1,0–2499 m s. n. m.
4296,NAMBALLE,NAMBALLE,SAN IGNACIO,CAJAMARCA,-5.00110561,-79.08876268,681.0,Banda 1,0–2499 m s. n. m.
4299,CHIMARA,NAMBALLE,SAN IGNACIO,CAJAMARCA,-4.97415317,-79.17677158,1293.0,Banda 1,0–2499 m s. n. m.
4301,PACAY,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,-5.18267833,-78.84366167,1247.0,Banda 1,0–2499 m s. n. m.
3380,YANQUIZA,SUBTANJALLA,ICA,ICA,-14.02097,-75.74593,427.0,Banda 1,0–2499 m s. n. m.
3381,FONAVI IV,SUBTANJALLA,ICA,ICA,-14.03369333,-75.73693,435.0,Banda 1,0–2499 m s. n. m.
790,HUANCAPALLAC,QUISQUI,HUANUCO,HUANUCO,-9.90571942,-76.38890175,2392.0,Banda 1,0–2499 m s. n. m.
30009,CONSULTORIO DE TERAPIA DEL DOLOR,LIMA,LIMA,LIMA,-12.0675439,-77.0368198,136.0,Banda 1,0–2499 m s. n. m.
3562,CENTRO DE SALUD VISTA ALEGRE,CARMEN ALTO,HUAMANGA,AYACUCHO,-13.18206138,-74.21998482,2877.0,Banda 2,2500–3599 m s. n. m.
3567,PUESTO DE SALUD MANALLASACC,CHIARA,HUAMANGA,AYACUCHO,-13.47155858,-74.14379157,3503.0,Banda 2,2500–3599 m s. n. m.
3568,PUESTO DE SALUD SACHABAMBA,CHIARA,HUAMANGA,AYACUCHO,-13.46444427,-74.10025174,3528.0,Banda 2,2500–3599 m s. n. m.
3570,PUESTO DE SALUD OCCOLLO,VINCHOS,HUAMANGA,AYACUCHO,-13.34272847,-74.53828948,3821.0,Banda 3,3600–4500 m s. n. m.
3429,WIRACOCHA,EL CARMEN,CHINCHA,ICA,-13.48262833,-76.08295333,125.0,Banda 1,0–2499 m s. n. m.
3431,TOPARA,GROCIO PRADO,CHINCHA,ICA,-13.24359477,-76.16133034,312.0,Banda 1,0–2499 m s. n. m.
3432,BALCONCITO,GROCIO PRADO,CHINCHA,ICA,-13.40847667,-76.14393833,102.0,Banda 1,0–2499 m s. n. m.
3437,PS HUAÑUPIZA,SAN JUAN DE YANAC,CHINCHA,ICA,-13.16084667,-75.87628667,2520.0,Banda 2,2500–3599 m s. n. m.
3438,SAN PEDRO DE HUACARPANA,SAN PEDRO DE HUACARPANA,CHINCHA,ICA,-13.04570333,-75.64593,3794.0,Banda 3,3600–4500 m s. n. m.
3439,LISCAY,SAN PEDRO DE HUACARPANA,CHINCHA,ICA,-13.08553,-75.74523667,3702.0,Banda 3,3600–4500 m s. n. m.
584,TARMATAMBO,TARMA,TARMA,JUNIN,-11.46847568,-75.68622427,3431.0,Banda 2,2500–3599 m s. n. m.
30027,CONSULTORIO MEDICO TOXMED PERU,SAN BORJA,LIMA,LIMA,-12.0978748,-77.0104262,145.0,Banda 1,0–2499 m s. n. m.
2859,P.S. CHACLAYA,UBINAS,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.14992089,-70.92252048,4436.0,Banda 3,3600–4500 m s. n. m.
4302,APANGOYA,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,-4.79201,-78.72683,1382.0,Banda 1,0–2499 m s. n. m.
4304,NARANJOS,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,-5.00630833,-78.77858667,876.0,Banda 1,0–2499 m s. n. m.
4305,DORADO DEL ORIENTE,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,-4.95729775,-78.98959885,920.0,Banda 1,0–2499 m s. n. m.
4308,EL DIAMANTE,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,-4.92764,-78.90137,2372.0,Banda 1,0–2499 m s. n. m.
29393,CONSULTORIOS MEDICOS LIDER MEDIC EIRL,SAN MARTIN DE PORRES,LIMA,LIMA,-12.0502081,-77.053568,121.0,Banda 1,0–2499 m s. n. m.
3700,PUESTO DE SALUD SAN JOSE DE USHUA,SAN JOSE DE USHUA,PAUCAR DEL SARA SARA,AYACUCHO,-15.22494333,-73.226915,3013.0,Banda 2,2500–3599 m s. n. m.
3703,PUESTO DE SALUD HUANCARA,PAUSA,PAUCAR DEL SARA SARA,AYACUCHO,-15.34973764,-73.35720773,3420.0,Banda 2,2500–3599 m s. n. m.
3705,PUESTO DE SALUD PARARCA,PARARCA,PAUCAR DEL SARA SARA,AYACUCHO,-15.21664439,-73.46456244,3056.0,Banda 2,2500–3599 m s. n. m.
3571,PUESTO DE SALUD CCARHUACCPAMPA,PARAS,CANGALLO,AYACUCHO,-13.37786146,-74.93820753,3928.0,Banda 3,3600–4500 m s. n. m.
3572,PUESTO DE SALUD TONSULLA OCCO,PARAS,CANGALLO,AYACUCHO,-13.33444719,-74.59744659,4000.0,Banda 3,3600–4500 m s. n. m.
3575,HOSPITAL  JESUS NAZARENO,JESUS NAZARENO,HUAMANGA,AYACUCHO,-13.15537122,-74.21409269,2743.0,Banda 2,2500–3599 m s. n. m.
3576,CENTRO DE SALUD LOS LICENCIADOS,AYACUCHO,HUAMANGA,AYACUCHO,-13.14320269,-74.23119727,2831.0,Banda 2,2500–3599 m s. n. m.
3022,MOLINO KAPIA,ZEPITA,CHUCUITO,PUNO,-16.42140136,-69.08419268,3889.0,Banda 3,3600–4500 m s. n. m.
3024,SICUYANI,ZEPITA,CHUCUITO,PUNO,-16.59230133,-69.20055315,3847.0,Banda 3,3600–4500 m s. n. m.
3026,CAPASO,CAPASO,EL COLLAO,PUNO,-17.18288833,-69.74425667,4395.0,Banda 3,3600–4500 m s. n. m.
3028,ROSARIO ALTO ANCOMARCA,CAPASO,EL COLLAO,PUNO,-17.17116167,-69.64448333,4245.0,Banda 3,3600–4500 m s. n. m.
2860,P.S. ANASCAPA,UBINAS,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.42820943,-70.85740633,3406.0,Banda 2,2500–3599 m s. n. m.
2861,P.S. QUINSACHATA,UBINAS,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.15057118,-71.00436858,4214.0,Banda 3,3600–4500 m s. n. m.
2862,P.S. YUNGA,YUNGA,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.19413647,-70.67988283,3597.0,Banda 2,2500–3599 m s. n. m.
2864,HOSPITAL HIPOLITO UNANUE DE TACNA,TACNA,TACNA,TACNA,-18.01515983,-70.25524329,559.0,Banda 1,0–2499 m s. n. m.
2866,PUESTO DE SALUD ANCOMARCA,PALCA,TACNA,TACNA,-17.52969154,-69.58067838,4197.0,Banda 3,3600–4500 m s. n. m.
2867,CENTRO DE SALUD ALTO PERU,PALCA,TACNA,TACNA,-17.57480864,-69.68069073,4335.0,Banda 3,3600–4500 m s. n. m.
2870,PUESTO DE SALUD CONCHACHIRI,TARATA,TARATA,TACNA,-17.28442445,-69.71552569,4227.0,Banda 3,3600–4500 m s. n. m.
3081,HALLA  ALTOS GRANDE,ROSASPATA,HUANCANE,PUNO,-15.15293167,-69.41945667,4107.0,Banda 3,3600–4500 m s. n. m.
3706,PUESTO DE SALUD QUILCATA,SARA SARA,PAUCAR DEL SARA SARA,AYACUCHO,-15.24518167,-73.45244167,3296.0,Banda 2,2500–3599 m s. n. m.
3708,PUESTO DE SALUD CABANA SUR,CABANA,LUCANAS,AYACUCHO,-14.28765918,-73.96622958,3284.0,Banda 2,2500–3599 m s. n. m.
3710,CENTRO DE SALUD ANDAMARCA,CARMEN SALCEDO,LUCANAS,AYACUCHO,-14.38447221,-73.96078894,3457.0,Banda 2,2500–3599 m s. n. m.
3712,PUESTO DE SALUD MAYOBAMBA,CHIPAO,LUCANAS,AYACUCHO,-14.37231949,-73.89313759,3174.0,Banda 2,2500–3599 m s. n. m.
30458,ENDO ELITE,SAN JUAN DE LURIGANCHO,LIMA,LIMA,-12.01355114,-77.00802352,210.0,Banda 1,0–2499 m s. n. m.
30468,DENTAL NEGRON,SURQUILLO,LIMA,LIMA,-12.1172774,-77.0228248,101.0,Banda 1,0–2499 m s. n. m.
3884,CCASAPATA,YAULI,HUANCAVELICA,HUANCAVELICA,-12.77758442,-74.76282465,3757.0,Banda 3,3600–4500 m s. n. m.
3885,SAN JUAN DE CCARHUACC,YAULI,HUANCAVELICA,HUANCAVELICA,-12.82985017,-74.76067413,3922.0,Banda 3,3600–4500 m s. n. m.
3029,TUPALA,CAPASO,EL COLLAO,PUNO,-17.01133833,-69.63101333,4151.0,Banda 3,3600–4500 m s. n. m.
3030,VILUTA,CAPASO,EL COLLAO,PUNO,-17.09168833,-69.69809667,4268.0,Banda 3,3600–4500 m s. n. m.
3032,ILAVE,ILAVE,EL COLLAO,PUNO,-16.08276041,-69.63772243,3859.0,Banda 3,3600–4500 m s. n. m.
3034,ANCOAMAYA,ILAVE,EL COLLAO,PUNO,-16.163695,-69.58242,3849.0,Banda 3,3600–4500 m s. n. m.
3261,LOS UROS,PUNO,PUNO,PUNO,-15.8402218,-70.0218805,3824.0,Banda 3,3600–4500 m s. n. m.
3265,SIMON BOLIVAR,PUNO,PUNO,PUNO,-15.86454333,-70.01235833,3854.0,Banda 3,3600–4500 m s. n. m.
3266,VIRGEN DE LA CANDELARIA,PUNO,PUNO,PUNO,-15.82896833,-70.03500167,3928.0,Banda 3,3600–4500 m s. n. m.
3268,COLLACACHI,PICHACANI,PUNO,PUNO,-15.96015167,-69.99090667,3911.0,Banda 3,3600–4500 m s. n. m.
3084,TICANI CARIQUITA,ROSASPATA,HUANCANE,PUNO,-15.222345,-69.58147,3931.0,Banda 3,3600–4500 m s. n. m.
3085,VILQUECHICO,VILQUE CHICO,HUANCANE,PUNO,-15.21469,-69.684125,3830.0,Banda 3,3600–4500 m s. n. m.
3088,HUALLATIRI,VILQUE CHICO,HUANCANE,PUNO,-15.12062,-69.7105,3902.0,Banda 3,3600–4500 m s. n. m.
3091,SISINAHUYO,VILQUE CHICO,HUANCANE,PUNO,-15.20496667,-69.62752333,3874.0,Banda 3,3600–4500 m s. n. m.
3093,YAPUTIRA,VILQUE CHICO,HUANCANE,PUNO,-15.12913667,-69.47654833,4025.0,Banda 3,3600–4500 m s. n. m.
3078,MUNAYPA,INCHUPALLA,HUANCANE,PUNO,-15.07520833,-69.70940667,3851.0,Banda 3,3600–4500 m s. n. m.
2770,PALOTOA,MANU,MANU,MADRE DE DIOS,-12.66327,-71.35620667,435.0,Banda 1,0–2499 m s. n. m.
2771,TAYACOME,FITZCARRALD,MANU,MADRE DE DIOS,-11.73052052,-71.64455738,356.0,Banda 1,0–2499 m s. n. m.
3201,CHURO,CHUCUITO,PUNO,PUNO,-15.82642333,-69.80843,3870.0,Banda 3,3600–4500 m s. n. m.
3202,AMPARANI,ACORA,PUNO,PUNO,-16.12410333,-69.711025,3865.0,Banda 3,3600–4500 m s. n. m.
3205,COCOSANI,ACORA,PUNO,PUNO,-15.97153667,-69.65912833,3820.0,Banda 3,3600–4500 m s. n. m.
3208,LAQUI,ILAVE,EL COLLAO,PUNO,-16.024355,-69.58613333,3823.0,Banda 3,3600–4500 m s. n. m.
3209,PALLALLA,PLATERIA,PUNO,PUNO,-15.92937167,-69.780925,3821.0,Banda 3,3600–4500 m s. n. m.
3211,SANTA ROSA YANAQUE,ACORA,PUNO,PUNO,-15.93970167,-69.699945,3823.0,Banda 3,3600–4500 m s. n. m.
3213,TAIPISIRCA,ACORA,PUNO,PUNO,-16.24156833,-69.77846833,3906.0,Banda 3,3600–4500 m s. n. m.
30188,STHETIC SONRISAS,SANTA ANITA,LIMA,LIMA,-12.03223257,-76.94663217,305.0,Banda 1,0–2499 m s. n. m.
3329,SAN JUAN DEL ORO,SAN JUAN DEL ORO,SANDIA,PUNO,-14.21937094,-69.15375588,1303.0,Banda 1,0–2499 m s. n. m.
3270,TIQUILLACA,TIQUILLACA,PUNO,PUNO,-15.79458333,-70.18723667,3904.0,Banda 3,3600–4500 m s. n. m.
3271,CONDORIRI,TIQUILLACA,PUNO,PUNO,-15.89703,-70.20153667,3950.0,Banda 3,3600–4500 m s. n. m.
3272,VILQUE,VILQUE,PUNO,PUNO,-15.76714833,-70.25792,3879.0,Banda 3,3600–4500 m s. n. m.
30260,TU SONRISA CONSULTORIO DENTAL,LOS OLIVOS,LIMA,LIMA,-12.0502081,-77.053568,121.0,Banda 1,0–2499 m s. n. m.
3387,CAMINO DE REYES,SAN JUAN BAUTISTA,ICA,ICA,-14.00102921,-75.75112942,429.0,Banda 1,0–2499 m s. n. m.
3388,PAMPA DE LA ISLA,SAN JOSE DE LOS MOLINOS,ICA,ICA,-13.9621811,-75.69513269,457.0,Banda 1,0–2499 m s. n. m.
3389,PUESTO SALUD HUAMANI,SAN JOSE DE LOS MOLINOS,ICA,ICA,-13.84061465,-75.60665576,812.0,Banda 1,0–2499 m s. n. m.
3390,SANTA BARBARA,LA TINGUIÑA,ICA,ICA,-13.99700827,-75.70895369,444.0,Banda 1,0–2499 m s. n. m.
3396,YAURILLA,LOS AQUIJES,ICA,ICA,-14.06671033,-75.68302071,434.0,Banda 1,0–2499 m s. n. m.
2774,BOCA COLORADO,MADRE DE DIOS,MANU,MADRE DE DIOS,-12.61959738,-70.39459923,239.0,Banda 1,0–2499 m s. n. m.
2775,HUEPETUHE,HUEPETUHE,MANU,MADRE DE DIOS,-12.99798973,-70.53422322,395.0,Banda 1,0–2499 m s. n. m.
2777,QUIMIRI,HUEPETUHE,MANU,MADRE DE DIOS,-13.08808333,-70.426975,344.0,Banda 1,0–2499 m s. n. m.
2778,PUNQUIRI,HUEPETUHE,MANU,MADRE DE DIOS,-13.06655506,-70.39586883,384.0,Banda 1,0–2499 m s. n. m.
2780,ITAHUANIA,MANU,MANU,MADRE DE DIOS,-12.63759667,-71.22429833,399.0,Banda 1,0–2499 m s. n. m.
30316,SERVICIOS MEDICOS CUSCO SRL,WANCHAQ,CUSCO,CUSCO,-13.5233547,-71.96308523,3357.0,Banda 2,2500–3599 m s. n. m.
3443,RICARDO CRUZADO RIVAROLA DE NASCA,NAZCA,NAZCA,ICA,-14.82739,-74.94265667,580.0,Banda 1,0–2499 m s. n. m.
3445,EL INGENIO,EL INGENIO,NAZCA,ICA,-14.645685,-75.05972167,448.0,Banda 1,0–2499 m s. n. m.
3330,JANANSAYA,SAN PEDRO DE PUTINA PUNCO,SANDIA,PUNO,-14.3175114,-69.4678265,2457.0,Banda 1,0–2499 m s. n. m.
3332,PALMERANI,SAN PEDRO DE PUTINA PUNCO,SANDIA,PUNO,-14.1130648,-69.0473863,919.0,Banda 1,0–2499 m s. n. m.
3334,YANAMAYO,SAN JUAN DEL ORO,SANDIA,PUNO,-14.20098091,-69.09526906,1102.0,Banda 1,0–2499 m s. n. m.
3337,QUENEQUE,SANDIA,SANDIA,PUNO,-14.27856586,-69.45041644,2753.0,Banda 2,2500–3599 m s. n. m.
3338,QUIQUIRA,ALTO INAMBARI,SANDIA,PUNO,-14.16146735,-69.28709662,1616.0,Banda 1,0–2499 m s. n. m.
3339,YANAHUAYA,YANAHUAYA,SANDIA,PUNO,-14.25823798,-69.17172149,1464.0,Banda 1,0–2499 m s. n. m.
3340,ANAPIA,ANAPIA,YUNGUYO,PUNO,-16.31787667,-68.85483833,3838.0,Banda 3,3600–4500 m s. n. m.
3341,COPANI,COPANI,YUNGUYO,PUNO,-16.39744833,-69.04352333,3848.0,Banda 3,3600–4500 m s. n. m.
29914,DERMAMED LASER,TACNA,TACNA,TACNA,-18.0147743,-70.25095185,573.0,Banda 1,0–2499 m s. n. m.
3549,PUESTO DE SALUD TAMBILLO,TAMBILLO,HUAMANGA,AYACUCHO,-13.21224372,-74.10847912,3236.0,Banda 2,2500–3599 m s. n. m.
3397,PAMPAHUASI,YAUCA DEL ROSARIO,ICA,ICA,-14.09880167,-75.47636667,847.0,Banda 1,0–2499 m s. n. m.
3399,SAN JOSE DE CURIS,YAUCA DEL ROSARIO,ICA,ICA,-14.046845,-75.27445167,2824.0,Banda 2,2500–3599 m s. n. m.
1001,POGOG,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO,-10.54528782,-76.33722946,4289.0,Banda 3,3600–4500 m s. n. m.
29827,E & R MEDICAL INNOVATION S.A.C.,CASTILLA,PIURA,PIURA,-5.1863265,-80.5987549,41.0,Banda 1,0–2499 m s. n. m.
3590,CENTRO DE  SALUD PUTACCA,VINCHOS,HUAMANGA,AYACUCHO,-13.40421947,-74.34842567,3559.0,Banda 2,2500–3599 m s. n. m.
3592,PUESTO DE SALUD CATALINAYOC,CHUSCHI,CANGALLO,AYACUCHO,-13.45304305,-74.38000287,3832.0,Banda 3,3600–4500 m s. n. m.
3593,PUESTO DE SALUD PUNKUPATA,CHUSCHI,CANGALLO,AYACUCHO,-13.46605689,-74.39978208,3828.0,Banda 3,3600–4500 m s. n. m.
3595,CENTRO DE SALUD QUINUA,QUINUA,HUAMANGA,AYACUCHO,-13.04955333,-74.140475,3276.0,Banda 2,2500–3599 m s. n. m.
3446,MARCONA,MARCONA,NAZCA,ICA,-15.36109833,-75.166165,33.0,Banda 1,0–2499 m s. n. m.
3451,PUESTO DE SALUD SAN JAVIER,CHANGUILLO,NAZCA,ICA,-14.659375,-75.191585,277.0,Banda 1,0–2499 m s. n. m.
3452,TULIN,EL INGENIO,NAZCA,ICA,-14.64470333,-75.06946167,460.0,Banda 1,0–2499 m s. n. m.
3453,TUPAC AMARU,MARCONA,NAZCA,ICA,-15.36648833,-75.160035,23.0,Banda 1,0–2499 m s. n. m.
3454,COPARA,VISTA ALEGRE,NAZCA,ICA,-14.97319667,-74.890845,589.0,Banda 1,0–2499 m s. n. m.
3456,TARUGA,VISTA ALEGRE,NAZCA,ICA,-14.90994,-74.92151667,607.0,Banda 1,0–2499 m s. n. m.
2872,PUESTO DE SALUD ANCOCALA,CAIRANI,CANDARAVE,TACNA,-17.30970643,-70.38771894,3377.0,Banda 2,2500–3599 m s. n. m.
2873,PUESTO DE SALUD CAMILACA,CAMILACA,CANDARAVE,TACNA,-17.24371541,-70.38776175,3851.0,Banda 3,3600–4500 m s. n. m.
2874,CENTRO DE SALUD CANDARAVE,CANDARAVE,CANDARAVE,TACNA,-17.27166312,-70.25228994,3433.0,Banda 2,2500–3599 m s. n. m.
3550,PUESTO DE SALUD NIÑO  YUCAY,TAMBILLO,HUAMANGA,AYACUCHO,-13.12172637,-74.14938792,2531.0,Banda 2,2500–3599 m s. n. m.
3551,CENTRO DE SALUD ACOSVINCHOS,ACOS VINCHOS,HUAMANGA,AYACUCHO,-13.11269391,-74.10176258,2838.0,Banda 2,2500–3599 m s. n. m.
3553,PUESTO DE SALUD URPAY,ACOS VINCHOS,HUAMANGA,AYACUCHO,-13.14182325,-74.08137685,3027.0,Banda 2,2500–3599 m s. n. m.
3554,CENTRO DE SALUD BELEN,AYACUCHO,HUAMANGA,AYACUCHO,-13.16312329,-74.23385457,2867.0,Banda 2,2500–3599 m s. n. m.
3557,PUESTO DE SALUD MORRO DE ARICA,AYACUCHO,HUAMANGA,AYACUCHO,-13.15828223,-74.2340776,2879.0,Banda 2,2500–3599 m s. n. m.
3560,CENTRO DE SALUD CARMEN ALTO,CARMEN ALTO,HUAMANGA,AYACUCHO,-13.17670264,-74.22515157,2806.0,Banda 2,2500–3599 m s. n. m.
28583,UNIDENT´S S.B.,SAN SEBASTIAN,CUSCO,CUSCO,-13.52513126,-71.94270336,3311.0,Banda 2,2500–3599 m s. n. m.
2982,CUESTA BLANCA,SAN GABAN,CARABAYA,PUNO,-13.315435,-70.307995,395.0,Banda 1,0–2499 m s. n. m.
3596,PUESTO DE SALUD LLAMAHUILLCA,QUINUA,HUAMANGA,AYACUCHO,-13.05389879,-74.16858016,2964.0,Banda 2,2500–3599 m s. n. m.
3597,PUESTO DE SALUD SUSO,QUINUA,HUAMANGA,AYACUCHO,-13.09043458,-74.12613447,2838.0,Banda 2,2500–3599 m s. n. m.
3599,PUESTO DE SALUD ÑAHUINPUQUIO,SAN JUAN BAUTISTA,HUAMANGA,AYACUCHO,-13.18172803,-74.20587546,2823.0,Banda 2,2500–3599 m s. n. m.
3602,CENTRO DE SALUD SANTA ELENA,ANDRES AVELINO CACERES D.,HUAMANGA,AYACUCHO,-13.16909444,-74.19763385,2757.0,Banda 2,2500–3599 m s. n. m.
29585,"POLICLINICO SERVICIOS MEDICO DENTAL ""SEÑOR DE LUREN""",CASTILLA,PIURA,PIURA,-5.1926421,-80.611889,35.0,Banda 1,0–2499 m s. n. m.
3036,CHECCA,ILAVE,EL COLLAO,PUNO,-16.17071833,-69.650545,3860.0,Banda 3,3600–4500 m s. n. m.
3038,CHILACOLLO,ILAVE,EL COLLAO,PUNO,-16.11263333,-69.60233,3841.0,Banda 3,3600–4500 m s. n. m.
3039,CHUCARAYA,ILAVE,EL COLLAO,PUNO,-16.14109167,-69.60130833,3841.0,Banda 3,3600–4500 m s. n. m.
3040,CHURO LOPEZ,ILAVE,EL COLLAO,PUNO,-16.24135167,-69.63672833,3896.0,Banda 3,3600–4500 m s. n. m.
2875,PUESTO DE SALUD TOTORA,CANDARAVE,CANDARAVE,TACNA,-17.27997881,-70.19402699,3271.0,Banda 2,2500–3599 m s. n. m.
2878,PUESTO DE SALUD CURIBAYA,CURIBAYA,CANDARAVE,TACNA,-17.37984927,-70.33430334,2421.0,Banda 1,0–2499 m s. n. m.
2879,PUESTO DE SALUD HUANUARA,HUANUARA,CANDARAVE,TACNA,-17.31276436,-70.32165314,3232.0,Banda 2,2500–3599 m s. n. m.
2881,PUESTO DE SALUD ARICOTA,QUILAHUANI,CANDARAVE,TACNA,-17.32896339,-70.24109933,2841.0,Banda 2,2500–3599 m s. n. m.
2884,PUESTO DE SALUD JUAN VELASCO ALVARADO,ALTO DE LA ALIANZA,TACNA,TACNA,-17.99016244,-70.25112163,618.0,Banda 1,0–2499 m s. n. m.
29680,CENTRO MEDICO AYAVIRI,AYAVIRI,MELGAR,PUNO,-15.8402218,-70.0218805,3824.0,Banda 3,3600–4500 m s. n. m.
3098,HUAYRAPATA,HUAYRAPATA,MOHO,PUNO,-15.32393833,-69.33940833,3901.0,Banda 3,3600–4500 m s. n. m.
3099,MOHO,MOHO,MOHO,PUNO,-15.36594333,-69.49041,3835.0,Banda 3,3600–4500 m s. n. m.
3103,NINANTAYA,MOHO,MOHO,PUNO,-15.44600833,-69.33207167,3901.0,Banda 3,3600–4500 m s. n. m.
2984,PUERTO MANOA,SAN GABAN,CARABAYA,PUNO,-13.398425,-70.319985,453.0,Banda 1,0–2499 m s. n. m.
2985,DESAGUADERO,DESAGUADERO,CHUCUITO,PUNO,-16.56404692,-69.04147899,3831.0,Banda 3,3600–4500 m s. n. m.
2986,CARANCAS,DESAGUADERO,CHUCUITO,PUNO,-16.63222873,-69.04523812,3829.0,Banda 3,3600–4500 m s. n. m.
2988,HUACULLANI,HUACULLANI,CHUCUITO,PUNO,-16.62949442,-69.32286676,3950.0,Banda 3,3600–4500 m s. n. m.
2991,MOLINO,JULI,CHUCUITO,PUNO,-16.22783457,-69.39014877,3849.0,Banda 3,3600–4500 m s. n. m.
2993,CASIMUYO,JULI,CHUCUITO,PUNO,-16.21033231,-69.54556026,3904.0,Banda 3,3600–4500 m s. n. m.
988,SANTA ANA DE PACOYAN,SIMON BOLIVAR,PASCO,PASCO,-10.66798166,-76.39393667,4313.0,Banda 3,3600–4500 m s. n. m.
3216,VILLASOCA,ACORA,PUNO,PUNO,-15.90489,-69.69406667,3850.0,Banda 3,3600–4500 m s. n. m.
