codigo,nombre,distrito,provincia,departamento,latitud,longitud,altitud_m,banda_altitud,banda_descripcion
1602,PUESTO DE SALUD YANAC,YANAC,CORONGO,ANCASH,-8.61843156,-77.86459898,2821.0,Banda 2,2500–3599 m s. n. m.
1605,CENTRO DE SALUD MATO,MATO,HUAYLAS,ANCASH,-8.96031,-77.839335,2146.0,Banda 1,0–2499 m s. n. m.
1606,PUESTO DE SALUD ANCORACA,MATO,HUAYLAS,ANCASH,-8.96814667,-77.91074167,3277.0,Banda 2,2500–3599 m s. n. m.
1777,PUESTO DE SALUD HUANCHAYLLO,PAROBAMBA,POMABAMBA,ANCASH,-8.5877444,-77.33343235,3155.0,Banda 2,2500–3599 m s. n. m.
1778,PUESTO DE SALUD SHUMPILLAN,PAROBAMBA,POMABAMBA,ANCASH,-8.59723218,-77.32515695,2846.0,Banda 2,2500–3599 m s. n. m.
1780,PUESTO DE SALUD CHANGA,PAROBAMBA,POMABAMBA,ANCASH,-8.59202737,-77.38042829,3368.0,Banda 2,2500–3599 m s. n. m.
1781,PUESTO DE SALUD QUINUABAMBA,QUINUABAMBA,POMABAMBA,ANCASH,-8.7006331,-77.39953969,3151.0,Banda 2,2500–3599 m s. n. m.
30483,MEDICENTRO BARRANCA,BARRANCA,BARRANCA,LIMA,-10.7525374,-77.7599218,61.0,Banda 1,0–2499 m s. n. m.
1252,PUESTO DE SALUD EL CURAL,CERRO COLORADO,AREQUIPA,AREQUIPA,-16.40754325,-71.60821088,2268.0,Banda 1,0–2499 m s. n. m.
1254,PUESTO DE SALUD YURA,YURA,AREQUIPA,AREQUIPA,-16.25090344,-71.68181062,2586.0,Banda 2,2500–3599 m s. n. m.
1255,PUESTO DE SALUD LLUTA,LLUTA,CAYLLOMA,AREQUIPA,-16.01506833,-72.01311933,3017.0,Banda 2,2500–3599 m s. n. m.
1301,PUESTO DE SALUD LEONES DEL MISTI,ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA,-16.37005787,-71.50700517,2589.0,Banda 2,2500–3599 m s. n. m.
1303,PUESTO DE SALUD SAN JUAN BAUTISTA,ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA,-16.36894101,-71.51926396,2504.0,Banda 2,2500–3599 m s. n. m.
1304,PUESTO DE SALUD HEROES DEL CENEPA,ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA,-16.37633305,-71.52628302,2466.0,Banda 1,0–2499 m s. n. m.
1305,CENTRO  DE SALUD TOMASA TITO CONDEMAYTA,MIRAFLORES,AREQUIPA,AREQUIPA,-16.37569833,-71.50049,2598.0,Banda 2,2500–3599 m s. n. m.
1309,PUESTO DE SALUD JERUSALEN,MARIANO MELGAR,AREQUIPA,AREQUIPA,-16.40120964,-71.48887663,2553.0,Banda 2,2500–3599 m s. n. m.
1310,CENTRO DE SALUD MANUEL PRADO,PAUCARPATA,AREQUIPA,AREQUIPA,-16.41573556,-71.51264284,2397.0,Banda 1,0–2499 m s. n. m.
1684,CENTRO DE SALUD CABANA,CABANA,PALLASCA,ANCASH,-8.39564896,-78.00511286,3214.0,Banda 2,2500–3599 m s. n. m.
2642,KARHUAKAHUA,HUANCARAMA,ANDAHUAYLAS,APURIMAC,-13.66682167,-72.999295,2683.0,Banda 2,2500–3599 m s. n. m.
2644,HUASCATAY,PACOBAMBA,ANDAHUAYLAS,APURIMAC,-13.50218167,-73.18518,3396.0,Banda 2,2500–3599 m s. n. m.
2645,PACOBAMBA,PACOBAMBA,ANDAHUAYLAS,APURIMAC,-13.61559833,-73.08578333,2726.0,Banda 2,2500–3599 m s. n. m.
2646,HUIRONAY,PACOBAMBA,ANDAHUAYLAS,APURIMAC,-13.58774333,-73.11921167,3023.0,Banda 2,2500–3599 m s. n. m.
2648,ATANCAMA,LAMBRAMA,ABANCAY,APURIMAC,-13.86872833,-72.78476,3117.0,Banda 2,2500–3599 m s. n. m.
30018,ONCO IPOR SERVICIOS MEDICOS ESPECIALIZADOS,LIMA,LIMA,LIMA,-12.0908302,-77.0188642,135.0,Banda 1,0–2499 m s. n. m.
2052,PUESTO DE SALUD SAN FRANCISCO DE CHOCAN,QUERECOTILLO,SULLANA,PIURA,-4.73002798,-80.57582158,85.0,Banda 1,0–2499 m s. n. m.
2053,PUESTO DE SALUD LA PEÑA - LA HORCA,QUERECOTILLO,SULLANA,PIURA,-4.78050094,-80.58865976,70.0,Banda 1,0–2499 m s. n. m.
1607,PUESTO DE SALUD HUAYLAS,HUAYLAS,HUAYLAS,ANCASH,-8.871505,-77.89832167,2751.0,Banda 2,2500–3599 m s. n. m.
1608,PUESTO DE SALUD SANTO TORIBIO,SANTO TORIBIO,HUAYLAS,ANCASH,-8.86444,-77.91852,2947.0,Banda 2,2500–3599 m s. n. m.
29454,CINDY TELLEZ AMESQUITA,TACNA,TACNA,TACNA,-18.00685359,-70.24606757,590.0,Banda 1,0–2499 m s. n. m.
1713,PUESTO DE SALUD HUAMBACHO,SAMANCO,SANTA,ANCASH,-9.25819043,-78.43538633,36.0,Banda 1,0–2499 m s. n. m.
1714,CENTRO DE SALUD NEPEÑA,NEPEÑA,SANTA,ANCASH,-9.17195511,-78.35714242,143.0,Banda 1,0–2499 m s. n. m.
1715,CENTRO DE SALUD SAN JACINTO,NEPEÑA,SANTA,ANCASH,-9.14530627,-78.27668369,268.0,Banda 1,0–2499 m s. n. m.
1718,PUESTO DE SALUD CAPTUY,MORO,SANTA,ANCASH,-9.10062144,-78.1818235,551.0,Banda 1,0–2499 m s. n. m.
1720,PUESTO DE SALUD SAN RAFAEL,CASMA,CASMA,ANCASH,-9.5652331,-78.18937702,191.0,Banda 1,0–2499 m s. n. m.
1256,PUESTO DE SALUD TAYA,LLUTA,CAYLLOMA,AREQUIPA,-16.01903833,-71.929555,3337.0,Banda 2,2500–3599 m s. n. m.
1257,CENTRO DE SALUD VICTOR RAUL HINOJOSA LLERENA,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,-16.44440828,-71.51519313,2417.0,Banda 1,0–2499 m s. n. m.
1260,CENTRO DE SALUD TIABAYA,TIABAYA,AREQUIPA,AREQUIPA,-16.45055632,-71.59014322,2172.0,Banda 1,0–2499 m s. n. m.
1261,CENTRO DE SALUD DE CHARACATO,CHARACATO,AREQUIPA,AREQUIPA,-16.46839351,-71.48537775,2469.0,Banda 1,0–2499 m s. n. m.
1465,PUESTO DE SALUD PUYCA,PUYCA,LA UNION,AREQUIPA,-15.05981713,-72.692168,3648.0,Banda 3,3600–4500 m s. n. m.
1468,PUESTO DE SALUD VELINGA,QUECHUALLA,LA UNION,AREQUIPA,-15.27404971,-73.02166803,1970.0,Banda 1,0–2499 m s. n. m.
1469,PUESTO DE SALUD SAYLA,SAYLA,LA UNION,AREQUIPA,-15.31970446,-73.22249142,3540.0,Banda 2,2500–3599 m s. n. m.
1470,PUESTO DE SALUD TAURIA,TAURIA,LA UNION,AREQUIPA,-15.35394943,-73.23232165,2828.0,Banda 2,2500–3599 m s. n. m.
1514,PUESTO DE SALUD SANTA  CRUZ,LA MERCED,AIJA,ANCASH,-9.698805,-77.59309667,3919.0,Banda 3,3600–4500 m s. n. m.
1516,"HOSPITAL DE APOYO ""NUESTRA SEÑORA DE LAS MERCEDES"" DE CARHUAZ",CARHUAZ,CARHUAZ,ANCASH,-9.27748394,-77.6493849,2626.0,Banda 2,2500–3599 m s. n. m.
1517,PUESTO DE SALUD MAYA,CARHUAZ,CARHUAZ,ANCASH,-9.27741409,-77.66674404,2573.0,Banda 2,2500–3599 m s. n. m.
1518,PUESTO DE SALUD TAURIPAMPA,CARHUAZ,CARHUAZ,ANCASH,-9.32132475,-77.67693868,3567.0,Banda 2,2500–3599 m s. n. m.
1519,PUESTO DE SALUD RAMPAC GRANDE,CARHUAZ,CARHUAZ,ANCASH,-9.30291023,-77.64248572,2922.0,Banda 2,2500–3599 m s. n. m.
1521,CENTRO DE SALUD ACOPAMPA,ACOPAMPA,CARHUAZ,ANCASH,-9.29070333,-77.62816,2676.0,Banda 2,2500–3599 m s. n. m.
1523,PUESTO DE SALUD TINCO,TINCO,CARHUAZ,ANCASH,-9.26969667,-77.67996167,2589.0,Banda 2,2500–3599 m s. n. m.
1208,VILCABAMBA,VILCABAMBA,DANIEL ALCIDES CARRION,PASCO,-10.48073492,-76.4467333,3446.0,Banda 2,2500–3599 m s. n. m.
2458,MARANURA,MARANURA,LA CONVENCION,CUSCO,-12.96355667,-72.66293333,1136.0,Banda 1,0–2499 m s. n. m.
2460,SANTA MARIA,MARANURA,LA CONVENCION,CUSCO,-13.00596167,-72.63335833,1206.0,Banda 1,0–2499 m s. n. m.
2461,UCHUMAYO,MARANURA,LA CONVENCION,CUSCO,-12.94984167,-72.67246,1143.0,Banda 1,0–2499 m s. n. m.
2462,OCCOBAMBA LACONVENCION,OCOBAMBA,LA CONVENCION,CUSCO,-12.86901511,-72.44638604,1451.0,Banda 1,0–2499 m s. n. m.
2465,QUELLOUNO,QUELLOUNO,LA CONVENCION,CUSCO,-12.63569,-72.55913,765.0,Banda 1,0–2499 m s. n. m.
2466,HUILLCAPAMPA,QUELLOUNO,LA CONVENCION,CUSCO,-12.3946516,-72.62573358,647.0,Banda 1,0–2499 m s. n. m.
29153,POLICLINICO SAN CRISTOBAL S.A.C.,AYACUCHO,HUAMANGA,AYACUCHO,-13.16407741,-74.22610952,2735.0,Banda 2,2500–3599 m s. n. m.
2651,SIUSAY,LAMBRAMA,ABANCAY,APURIMAC,-13.82789667,-72.82646333,2921.0,Banda 2,2500–3599 m s. n. m.
1721,PUESTO DE SALUD LA GRAMITA,CASMA,CASMA,ANCASH,-9.7183495,-78.29332763,7.0,Banda 1,0–2499 m s. n. m.
1723,CENTRO DE SALUD BUENAVISTA,BUENA VISTA ALTA,CASMA,ANCASH,-9.43233254,-78.20686282,214.0,Banda 1,0–2499 m s. n. m.
1726,PUESTO DE SALUD COMANDANTE NOEL,COMANDANTE NOEL,CASMA,ANCASH,-9.46343191,-78.37256258,5.0,Banda 1,0–2499 m s. n. m.
30329,LIFE DENTAL,MAGDALENA DEL MAR,LIMA,LIMA,-12.0905046,-77.0734839,63.0,Banda 1,0–2499 m s. n. m.
1883,PUERTO PIZARRO,TUMBES,TUMBES,TUMBES,-3.503105,-80.39182833,6.0,Banda 1,0–2499 m s. n. m.
1884,CLAS ANDRES ARAUJO MORAN,TUMBES,TUMBES,TUMBES,-3.55700516,-80.42750694,27.0,Banda 1,0–2499 m s. n. m.
1885,CLAS AGUAS VERDES,AGUAS VERDES,ZARUMILLA,TUMBES,-3.48552167,-80.26060333,12.0,Banda 1,0–2499 m s. n. m.
1886,CUCHARETA BAJA,AGUAS VERDES,ZARUMILLA,TUMBES,-3.5248506,-80.23880486,22.0,Banda 1,0–2499 m s. n. m.
1472,HOSPITAL DE APOYO RECUAY,RECUAY,RECUAY,ANCASH,-9.72803333,-77.453195,3410.0,Banda 2,2500–3599 m s. n. m.
1474,PUESTO DE SALUD TICAPAMPA,TICAPAMPA,RECUAY,ANCASH,-9.75783833,-77.44356667,3453.0,Banda 2,2500–3599 m s. n. m.
28785,Dr. Causo Clinica Dental,MIRAFLORES,LIMA,LIMA,-12.1136105,-77.039744,84.0,Banda 1,0–2499 m s. n. m.
1142,PUERTO LAGUNA RAYA,PALCAZU,OXAPAMPA,PASCO,-10.34450596,-75.09804643,326.0,Banda 1,0–2499 m s. n. m.
1146,SANTA  ROSA DE CHUCHURRAS,PALCAZU,OXAPAMPA,PASCO,-10.12906026,-75.21882842,273.0,Banda 1,0–2499 m s. n. m.
1147,CENTRO COMPARACHIMAS,PALCAZU,OXAPAMPA,PASCO,-10.16064548,-75.28302733,326.0,Banda 1,0–2499 m s. n. m.
1150,MAZUHUAZU,PALCAZU,OXAPAMPA,PASCO,-10.05970429,-75.32823556,318.0,Banda 1,0–2499 m s. n. m.
1151,RIO NEGRO,PALCAZU,OXAPAMPA,PASCO,-9.98276367,-75.35090324,333.0,Banda 1,0–2499 m s. n. m.
1211,COCAR,VILCABAMBA,DANIEL ALCIDES CARRION,PASCO,-10.57929,-76.420295,4371.0,Banda 3,3600–4500 m s. n. m.
1212,ROCCO,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,-10.48465892,-76.48737619,3517.0,Banda 2,2500–3599 m s. n. m.
1214,POMAPACHUPAN,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,-10.54131569,-76.49127667,4117.0,Banda 3,3600–4500 m s. n. m.
1217,MICHIVILCA,TAPUC,DANIEL ALCIDES CARRION,PASCO,-10.43530204,-76.47857773,2910.0,Banda 2,2500–3599 m s. n. m.
1219,TAMBOPAMPA,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,-10.59934634,-76.45688098,4224.0,Banda 3,3600–4500 m s. n. m.
1221,SANTIAGO PAMPA,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,-10.59375978,-76.53440016,3818.0,Banda 3,3600–4500 m s. n. m.
1323,CENTRO DE SALUD SAN ISIDRO,LA JOYA,AREQUIPA,AREQUIPA,-16.58611246,-71.92800737,1274.0,Banda 1,0–2499 m s. n. m.
29361,Laboratorio Referencial de Salud Pública,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,-6.2289975,-77.86739311,2344.0,Banda 1,0–2499 m s. n. m.
2423,IDMA,SANTA ANA,LA CONVENCION,CUSCO,-12.89949333,-72.75152833,1369.0,Banda 1,0–2499 m s. n. m.
1877,CRUZ BLANCA.,PAMPAS DE HOSPITAL,TUMBES,TUMBES,-3.66890058,-80.41996179,26.0,Banda 1,0–2499 m s. n. m.
1881,GARBANZAL,SAN JUAN DE LA VIRGEN,TUMBES,TUMBES,-3.61178066,-80.43368786,23.0,Banda 1,0–2499 m s. n. m.
30130,BG BIOSERVICES,SANTIAGO DE SURCO,LIMA,LIMA,-12.1273087,-76.9878443,119.0,Banda 1,0–2499 m s. n. m.
1351,CENTRO DE SALUD CARAVELI,CARAVELI,CARAVELI,AREQUIPA,-15.77487681,-73.36849961,1774.0,Banda 1,0–2499 m s. n. m.
1353,CENTRO DE SALUD PUCCHUN,MARISCAL CACERES,CAMANA,AREQUIPA,-16.6026804,-72.77111819,21.0,Banda 1,0–2499 m s. n. m.
1355,EL CARDO,JOSE MARIA QUIMPER,CAMANA,AREQUIPA,-16.60203229,-72.72570466,27.0,Banda 1,0–2499 m s. n. m.
1356,PUESTO DE SALUD EL PUENTE,JOSE MARIA QUIMPER,CAMANA,AREQUIPA,-16.58546798,-72.73605156,55.0,Banda 1,0–2499 m s. n. m.
1358,PUESTO DE SALUD LA PUNTA,SAMUEL PASTOR,CAMANA,AREQUIPA,-16.650075,-72.68377667,4.0,Banda 1,0–2499 m s. n. m.
1889,LOMA SAAVEDRA,AGUAS VERDES,ZARUMILLA,TUMBES,-3.50545702,-80.22664548,12.0,Banda 1,0–2499 m s. n. m.
1891,C.S. PAPAYAL,PAPAYAL,ZARUMILLA,TUMBES,-3.57233833,-80.23539667,48.0,Banda 1,0–2499 m s. n. m.
1413,PUESTO DE SALUD PUCUNCHO,SALAMANCA,CONDESUYOS,AREQUIPA,-15.42104134,-72.67920616,4393.0,Banda 3,3600–4500 m s. n. m.
1420,CENTRO DE SALUD CABANACONDE,CABANACONDE,CAYLLOMA,AREQUIPA,-15.61965523,-71.97558361,3306.0,Banda 2,2500–3599 m s. n. m.
1156,PUERTO BERMUDEZ,PUERTO BERMUDEZ,OXAPAMPA,PASCO,-10.30006,-74.938535,258.0,Banda 1,0–2499 m s. n. m.
1136,BUENOS AIRES,PALCAZU,OXAPAMPA,PASCO,-10.15581033,-75.17030432,284.0,Banda 1,0–2499 m s. n. m.
29071,Laboratorio Iquitos,IQUITOS,MAYNAS,LORETO,-3.75486156,-73.24575638,86.0,Banda 1,0–2499 m s. n. m.
1785,PUESTO DE SALUD CASCA,CASCA,MARISCAL LUZURIAGA,ANCASH,-8.85614051,-77.39805931,3147.0,Banda 2,2500–3599 m s. n. m.
1786,PUESTO DE SALUD PAMPACHACRA,ELEAZAR GUZMAN BARRON,MARISCAL LUZURIAGA,ANCASH,-8.89879237,-77.2465663,2816.0,Banda 2,2500–3599 m s. n. m.
1788,PUESTO DE SALUD LLAMA,LLAMA,MARISCAL LUZURIAGA,ANCASH,-8.91434573,-77.30110763,2830.0,Banda 2,2500–3599 m s. n. m.
1790,PUESTO DE SALUD LUCMA,LUCMA,MARISCAL LUZURIAGA,ANCASH,-8.91551321,-77.4128389,3155.0,Banda 2,2500–3599 m s. n. m.
1792,PUESTO DE SALUD MUSGA,MUSGA,MARISCAL LUZURIAGA,ANCASH,-8.90685223,-77.34321689,2994.0,Banda 2,2500–3599 m s. n. m.
2424,POTRERO,SANTA ANA,LA CONVENCION,CUSCO,-12.89013157,-72.72647284,1333.0,Banda 1,0–2499 m s. n. m.
2426,KIRIGUETI,MEGANTONI,LA CONVENCION,CUSCO,-11.57219645,-73.13004096,337.0,Banda 1,0–2499 m s. n. m.
2428,CHOCORIARI,MEGANTONI,LA CONVENCION,CUSCO,-11.93637182,-72.93218697,393.0,Banda 1,0–2499 m s. n. m.
2429,CIRIALO,ECHARATE,LA CONVENCION,CUSCO,-12.63656304,-72.92649768,667.0,Banda 1,0–2499 m s. n. m.
2431,IVOCHOTE,ECHARATE,LA CONVENCION,CUSCO,-12.46463379,-72.96500241,520.0,Banda 1,0–2499 m s. n. m.
2432,KEPASHIATO,ECHARATE,LA CONVENCION,CUSCO,-12.6370123,-73.20441991,630.0,Banda 1,0–2499 m s. n. m.
30061,LABORATORIO CLINICO EMS,COMAS,LIMA,LIMA,-11.9462549,-77.0611172,98.0,Banda 1,0–2499 m s. n. m.
2613,SAN JUAN,COTABAMBAS,COTABAMBAS,APURIMAC,-13.76720931,-72.33873619,3496.0,Banda 2,2500–3599 m s. n. m.
1362,PUESTO DE SALUD QUILCA,QUILCA,CAMANA,AREQUIPA,-16.71699003,-72.42586196,77.0,Banda 1,0–2499 m s. n. m.
1363,LA PLANCHADA,OCOÑA,CAMANA,AREQUIPA,-16.40050909,-73.22026489,16.0,Banda 1,0–2499 m s. n. m.
1364,PESCADORES,OCOÑA,CAMANA,AREQUIPA,-16.3876033,-73.25388437,14.0,Banda 1,0–2499 m s. n. m.
1562,CENTRO DE SALUD HUARUPAMPA,HUARAZ,HUARAZ,ANCASH,-9.525825,-77.53026167,3047.0,Banda 2,2500–3599 m s. n. m.
1563,PUESTO DE SALUD ATIPAYAN,INDEPENDENCIA,HUARAZ,ANCASH,-9.53663282,-77.56404663,3391.0,Banda 2,2500–3599 m s. n. m.
1565,PUESTO DE SALUD QUENUAYOC,INDEPENDENCIA,HUARAZ,ANCASH,-9.52509014,-77.55438313,3371.0,Banda 2,2500–3599 m s. n. m.
1569,PUESTO DE SALUD SHECTA,INDEPENDENCIA,HUARAZ,ANCASH,-9.49382905,-77.57355471,3760.0,Banda 3,3600–4500 m s. n. m.
1570,PUESTO DE SALUD MARCAC,INDEPENDENCIA,HUARAZ,ANCASH,-9.48390608,-77.53974506,2990.0,Banda 2,2500–3599 m s. n. m.
1422,CENTRO DE SALUD CAYLLOMA,CAYLLOMA,CAYLLOMA,AREQUIPA,-15.18617579,-71.7704317,4318.0,Banda 3,3600–4500 m s. n. m.
1611,CENTRO DE SALUD PUEBLO LIBRE,PUEBLO LIBRE,HUAYLAS,ANCASH,-9.09867391,-77.80305379,2504.0,Banda 2,2500–3599 m s. n. m.
1612,PUESTO DE SALUD CARHUA,PUEBLO LIBRE,HUAYLAS,ANCASH,-9.1494419,-77.80808715,2954.0,Banda 2,2500–3599 m s. n. m.
1614,PUESTO DE SALUD VIRGEN INMACULADA DEL CENTRO POBLADO DE ACOYO,PUEBLO LIBRE,HUAYLAS,ANCASH,-9.19194738,-77.80514865,3480.0,Banda 2,2500–3599 m s. n. m.
1615,PUESTO DE SALUD HUAMANCAYAN,PUEBLO LIBRE,HUAYLAS,ANCASH,-9.12403483,-77.82165054,2920.0,Banda 2,2500–3599 m s. n. m.
1616,PUESTO DE SALUD SAN JUAN,PUEBLO LIBRE,HUAYLAS,ANCASH,-9.10971234,-77.80282479,2483.0,Banda 1,0–2499 m s. n. m.
1617,CENTRO DE SALUD PAMPAROMAS,PAMPAROMAS,HUAYLAS,ANCASH,-9.07286864,-77.98197618,2738.0,Banda 2,2500–3599 m s. n. m.
1620,PUESTO DE SALUD CAJABAMBA BAJA,PAMPAROMAS,HUAYLAS,ANCASH,-9.11566391,-77.9281427,3670.0,Banda 3,3600–4500 m s. n. m.
1794,PUESTO DE SALUD PARCO,FIDEL OLIVAS ESCUDERO,MARISCAL LUZURIAGA,ANCASH,-8.7705296,-77.30533078,3129.0,Banda 2,2500–3599 m s. n. m.
1795,HOSPITAL DE APOYO SIHUAS,SIHUAS,SIHUAS,ANCASH,-8.55279302,-77.63220171,2733.0,Banda 2,2500–3599 m s. n. m.
30626,CONSULTORIO ODONTOLOGICO KUSI DENT,PUENTE PIEDRA,LIMA,LIMA,-11.864044,-77.075845,188.0,Banda 1,0–2499 m s. n. m.
1262,PUESTO DE SALUD POLOBAYA,POLOBAYA,AREQUIPA,AREQUIPA,-16.56658739,-71.36800576,3102.0,Banda 2,2500–3599 m s. n. m.
1263,PUESTO DE SALUD 13 DE ENERO,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,-16.43296376,-71.53053591,2333.0,Banda 1,0–2499 m s. n. m.
1267,PUESTO DE SALUD CERRO JULI,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,-16.42567922,-71.54249357,2322.0,Banda 1,0–2499 m s. n. m.
1268,CENTRO DE SALUD 4 DE OCTUBRE,SOCABAYA,AREQUIPA,AREQUIPA,-16.44741132,-71.5273837,2338.0,Banda 1,0–2499 m s. n. m.
2616,VILCARO,COYLLURQUI,COTABAMBAS,APURIMAC,-13.88899219,-72.47192448,2731.0,Banda 2,2500–3599 m s. n. m.
2617,HAQUIRA,HAQUIRA,COTABAMBAS,APURIMAC,-14.21554744,-72.18892319,3678.0,Banda 3,3600–4500 m s. n. m.
2618,HUANCCASCCA,HAQUIRA,COTABAMBAS,APURIMAC,-14.31157642,-72.24177146,3895.0,Banda 3,3600–4500 m s. n. m.
2619,LLAC-CHUA,HAQUIRA,COTABAMBAS,APURIMAC,-14.22177703,-72.14682182,3526.0,Banda 2,2500–3599 m s. n. m.
2620,PATAN,HAQUIRA,COTABAMBAS,APURIMAC,-14.29356487,-72.27774034,3869.0,Banda 3,3600–4500 m s. n. m.
2622,MARA,MARA,COTABAMBAS,APURIMAC,-14.08662155,-72.1014587,3755.0,Banda 3,3600–4500 m s. n. m.
2624,PISACCASA,MARA,COTABAMBAS,APURIMAC,-14.07425944,-72.1680776,3945.0,Banda 3,3600–4500 m s. n. m.
2029,PUESTO DE SALUD NOMARA,LA HUACA,PAITA,PIURA,-4.91462489,-80.88681199,61.0,Banda 1,0–2499 m s. n. m.
2030,MACACARA,LA HUACA,PAITA,PIURA,-4.91973086,-80.85865886,38.0,Banda 1,0–2499 m s. n. m.
1572,PUESTO DE SALUD CURHUAZ,INDEPENDENCIA,HUARAZ,ANCASH,-9.49636239,-77.52347364,3154.0,Banda 2,2500–3599 m s. n. m.
1574,CENTRO DE SALUD MONTERREY,INDEPENDENCIA,HUARAZ,ANCASH,-9.47453774,-77.53840629,2932.0,Banda 2,2500–3599 m s. n. m.
29289,APOYO CENTRO DE REHABILITACION FISICA S.A.C,SAN JUAN DE LURIGANCHO,LIMA,LIMA,-11.9877923,-77.0085106,225.0,Banda 1,0–2499 m s. n. m.
1672,PUESTO DE SALUD SANTA ROSA DE PAQUIRCA,MACATE,SANTA,ANCASH,-8.87063242,-78.15358285,2410.0,Banda 1,0–2499 m s. n. m.
1674,PUESTO DE SALUD HUANROC,MACATE,SANTA,ANCASH,-8.76132536,-78.09455399,1863.0,Banda 1,0–2499 m s. n. m.
1675,CENTRO DE SALUD COISHCO,COISHCO,SANTA,ANCASH,-9.02166397,-78.6140252,25.0,Banda 1,0–2499 m s. n. m.
1679,PUESTO DE SALUD TAMBO REAL,SANTA,SANTA,ANCASH,-8.96477294,-78.58541942,51.0,Banda 1,0–2499 m s. n. m.
1680,PUESTO DE SALUD VINZOS,SANTA,SANTA,ANCASH,-8.80170247,-78.55158891,158.0,Banda 1,0–2499 m s. n. m.
1622,PUESTO DE SALUD CHUNYA,PAMPAROMAS,HUAYLAS,ANCASH,-9.15858586,-77.97474572,3057.0,Banda 2,2500–3599 m s. n. m.
1728,CENTRO DE SALUD YAUTAN,YAUTAN,CASMA,ANCASH,-9.51195923,-77.99678631,808.0,Banda 1,0–2499 m s. n. m.
1729,PUESTO DE SALUD CACHIPAMPA,YAUTAN,CASMA,ANCASH,-9.51616776,-78.05044862,569.0,Banda 1,0–2499 m s. n. m.
1733,COLCABAMBA,COLCABAMBA,HUARAZ,ANCASH,-9.59360142,-77.80912509,3057.0,Banda 2,2500–3599 m s. n. m.
1735,PUESTO DE SALUD FORTALEZA,PARIACOTO,HUARAZ,ANCASH,-9.51696856,-77.77061427,2709.0,Banda 2,2500–3599 m s. n. m.
1736,PUESTO DE SALUD CHACCHAN,PARIACOTO,HUARAZ,ANCASH,-9.5355412,-77.77619121,2222.0,Banda 1,0–2499 m s. n. m.
1737,PUESTO DE SALUD PAMPACANCHA,QUILLO,YUNGAY,ANCASH,-9.3021381,-77.96047574,2636.0,Banda 2,2500–3599 m s. n. m.
1738,CENTRO DE SALUD QUILLO,QUILLO,YUNGAY,ANCASH,-9.32791209,-78.0410111,1262.0,Banda 1,0–2499 m s. n. m.
1741,HOSPITAL DE APOYO HUARMEY,HUARMEY,HUARMEY,ANCASH,-10.06808931,-78.15571838,13.0,Banda 1,0–2499 m s. n. m.
1270,PUESTO DE SALUD LARA,SOCABAYA,AREQUIPA,AREQUIPA,-16.45366513,-71.52755711,2294.0,Banda 1,0–2499 m s. n. m.
1271,CENTRO DE SALUD SAN FERNANDO,SOCABAYA,AREQUIPA,AREQUIPA,-16.47323411,-71.52829799,2324.0,Banda 1,0–2499 m s. n. m.
1477,PUESTO DE SALUD COTAPARACO,COTAPARACO,RECUAY,ANCASH,-9.99442833,-77.587065,3013.0,Banda 2,2500–3599 m s. n. m.
1481,PUESTO DE SALUD MARCA,MARCA,RECUAY,ANCASH,-10.089685,-77.47465667,2636.0,Banda 2,2500–3599 m s. n. m.
1483,PUESTO DE SALUD COLCA,CAJACAY,BOLOGNESI,ANCASH,-10.157385,-77.46258667,2188.0,Banda 1,0–2499 m s. n. m.
1484,CENTRO DE SALUD CAJACAY,CAJACAY,BOLOGNESI,ANCASH,-10.156045,-77.44037333,2606.0,Banda 2,2500–3599 m s. n. m.
2031,PUESTO DE SALUD LA ISLA SAN LORENZO,VICHAYAL,PAITA,PIURA,-4.90621651,-81.11438988,0.0,Banda 1,0–2499 m s. n. m.
2032,CENTRO DE SALUD MARCAVELICA,MARCAVELICA,SULLANA,PIURA,-4.88225855,-80.70622721,52.0,Banda 1,0–2499 m s. n. m.
2034,LA GOLONDRINA,MARCAVELICA,SULLANA,PIURA,-4.84992921,-80.78411993,59.0,Banda 1,0–2499 m s. n. m.
2035,PUESTO DE SALUD MALLARES,MARCAVELICA,SULLANA,PIURA,-4.85998904,-80.77139087,49.0,Banda 1,0–2499 m s. n. m.
2038,PUESTO DE SALUD SAMAN,MARCAVELICA,SULLANA,PIURA,-4.8323884,-80.7619888,54.0,Banda 1,0–2499 m s. n. m.
2237,P.S CHOCO,YAMANGO,MORROPON,PIURA,-5.11951167,-79.67296333,2972.0,Banda 2,2500–3599 m s. n. m.
